notes_id,char_range,frame_range,text_id,speaker_id
2292,"[807024,807025)","[1294428,1294508)",1,T15_GP2
2293,"[807025,807026)","[1295042,1295107)",1,T15_GP2
2294,"[807026,807027)","[1295407,1295433)",1,T15_GP2
2295,"[807027,807028)","[1295824,1295891)",1,T15_GP2
2296,"[807028,807029)","[1296094,1296156)",1,T15_GP2
2297,"[807029,807030)","[1296800,1296822)",1,T15_GP2
2298,"[807030,807031)","[1297707,1297755)",1,T15_GP2
2299,"[807031,807032)","[1297754,1297832)",1,T15_GP2
2300,"[807032,807033)","[1299131,1299153)",1,T15_GP2
2301,"[807033,807034)","[1299430,1299519)",1,T15_GP2
2302,"[807034,807035)","[1300045,1300079)",1,T15_GP2
2303,"[807035,807036)","[1301129,1301145)",1,T15_GP2
2304,"[807036,807037)","[1301495,1301521)",1,T15_GP2
2305,"[807037,807038)","[1302412,1302457)",1,T15_GP2
2306,"[807038,807039)","[1303868,1303925)",1,T15_GP2
2307,"[807039,807040)","[1305346,1305365)",1,T15_GP2
2308,"[807040,807041)","[1306761,1306826)",1,T15_GP2
2309,"[807041,807042)","[1308108,1308155)",1,T15_GP2
2310,"[807042,807043)","[1308289,1308313)",1,T15_GP2
2311,"[807043,807044)","[1309177,1309207)",1,T15_GP2
2312,"[807044,807045)","[1309344,1309418)",1,T15_GP2
2313,"[807045,807046)","[1309892,1309938)",1,T15_GP2
2314,"[807046,807047)","[1311603,1311633)",1,T15_GP2
2315,"[807047,807048)","[1311762,1311820)",1,T15_GP2
2316,"[807048,807049)","[1314206,1314251)",1,T15_GP2
2317,"[807049,807050)","[1315598,1315636)",1,T15_GP2
2318,"[807050,807051)","[1315777,1315825)",1,T15_GP2
2319,"[807051,807052)","[1315998,1316032)",1,T15_GP2
2320,"[807052,807053)","[1316317,1316347)",1,T15_GP2
2321,"[807053,807054)","[1316375,1316415)",1,T15_GP2
2322,"[807054,807055)","[1316575,1316613)",1,T15_GP2
2323,"[807055,807056)","[1316725,1316797)",1,T15_GP2
2324,"[807056,807057)","[1317371,1317409)",1,T15_GP2
2325,"[807057,807058)","[1318640,1318708)",1,T15_GP2
2326,"[807058,807059)","[1318710,1318775)",1,T15_GP2
2327,"[807059,807060)","[1318788,1318904)",1,T15_GP2
2328,"[807060,807061)","[1319020,1319090)",1,T15_GP2
2329,"[807061,807062)","[1320063,1320130)",1,T15_GP2
2330,"[807062,807063)","[1322926,1322962)",1,T15_GP2
2331,"[807063,807064)","[1323035,1323094)",1,T15_GP2
2332,"[807064,807065)","[1323914,1323958)",1,T15_GP2
2333,"[807065,807066)","[1324290,1324317)",1,T15_GP2
2334,"[807066,807067)","[1324422,1324449)",1,T15_GP2
2335,"[807067,807068)","[1324763,1324801)",1,T15_GP2
2336,"[807068,807069)","[1324974,1325007)",1,T15_GP2
2337,"[807069,807070)","[1325102,1325160)",1,T15_GP2
2338,"[807070,807071)","[1325318,1325340)",1,T15_GP2
2339,"[807071,807072)","[1325640,1325667)",1,T15_GP2
2340,"[807072,807073)","[1326999,1327046)",1,T15_GP2
2341,"[807073,807074)","[1327987,1328068)",1,T15_GP2
2342,"[807074,807075)","[1328203,1328240)",1,T15_GP2
2343,"[807075,807076)","[1328928,1328999)",1,T15_GP2
2344,"[807076,807077)","[1329115,1329147)",1,T15_GP2
2345,"[807077,807078)","[1329272,1329308)",1,T15_GP2
2346,"[807078,807079)","[1329994,1330058)",1,T15_GP2
2347,"[807079,807080)","[1330392,1330457)",1,T15_GP2
2348,"[807080,807081)","[1330496,1330519)",1,T15_GP2
2349,"[807081,807082)","[1331192,1331224)",1,T15_GP2
2350,"[807082,807083)","[1331538,1331568)",1,T15_GP2
2351,"[807083,807084)","[1331779,1331826)",1,T15_GP2
2352,"[807084,807085)","[1334273,1334315)",1,T15_GP2
2353,"[807085,807086)","[1334698,1334731)",1,T15_GP2
2354,"[807086,807087)","[1337359,1337395)",1,T15_GP2
2355,"[807087,807088)","[1337633,1337667)",1,T15_GP2
2356,"[807088,807089)","[1337705,1337744)",1,T15_GP2
2357,"[807089,807090)","[1338509,1338525)",1,T15_GP2
2358,"[807090,807091)","[1338673,1338723)",1,T15_GP2
2359,"[807091,807092)","[1339116,1339199)",1,T15_GP2
2360,"[807092,807093)","[1339318,1339346)",1,T15_GP2
2361,"[807093,807094)","[1339576,1339613)",1,T15_GP2
2362,"[807094,807095)","[1339683,1339736)",1,T15_GP2
2363,"[807095,807096)","[1339957,1340002)",1,T15_GP2
2364,"[807096,807097)","[1340502,1340540)",1,T15_GP2
2365,"[807097,807098)","[1340811,1340856)",1,T15_GP2
2366,"[807098,807099)","[1341648,1341707)",1,T15_GP2
2367,"[819192,819193)","[1269167,1269192)",379,Interviewer
2368,"[819193,819194)","[1269812,1269845)",380,Interviewer
2369,"[819194,819195)","[1274432,1274455)",1,Interviewer
2370,"[819195,819196)","[1275186,1275237)",1,Interviewer
2371,"[819196,819197)","[1276260,1276274)",381,Interviewer
2372,"[819197,819198)","[1277895,1277968)",1,Interviewer
2373,"[819198,819199)","[1278955,1278977)",377,Interviewer
2374,"[819199,819200)","[1280055,1280116)",1,Interviewer
2375,"[819200,819201)","[1284269,1284302)",1,Interviewer
2376,"[819201,819202)","[1288605,1288657)",1,Interviewer
2377,"[819202,819203)","[1289981,1290001)",382,Interviewer
2378,"[819203,819204)","[1290926,1290967)",1,Interviewer
2379,"[819204,819205)","[1291861,1291928)",1,Interviewer
2380,"[819205,819206)","[1292636,1292668)",1,Interviewer
2381,"[819206,819207)","[1295042,1295107)",1,Interviewer
2382,"[819207,819208)","[1297750,1297777)",1,Interviewer
2383,"[819208,819209)","[1299430,1299519)",1,Interviewer
2384,"[819209,819210)","[1300077,1300110)",1,Interviewer
2385,"[819210,819211)","[1301495,1301521)",1,Interviewer
2386,"[819211,819212)","[1306761,1306826)",1,Interviewer
2387,"[819212,819213)","[1308837,1308854)",1,Interviewer
2388,"[819213,819214)","[1311762,1311820)",1,Interviewer
2389,"[819214,819215)","[1314206,1314251)",1,Interviewer
2390,"[819215,819216)","[1316317,1316347)",1,Interviewer
2391,"[819216,819217)","[1316375,1316415)",1,Interviewer
2392,"[819217,819218)","[1316575,1316613)",1,Interviewer
2393,"[819218,819219)","[1316725,1316797)",1,Interviewer
2394,"[819219,819220)","[1317182,1317216)",1,Interviewer
2395,"[819220,819221)","[1317371,1317409)",1,Interviewer
2396,"[819221,819222)","[1318640,1318708)",1,Interviewer
2397,"[819222,819223)","[1318710,1318775)",1,Interviewer
2398,"[819223,819224)","[1319020,1319090)",1,Interviewer
2399,"[819224,819225)","[1319270,1319289)",1,Interviewer
2400,"[819225,819226)","[1319317,1319330)",115,Interviewer
2401,"[819226,819227)","[1319441,1319456)",16,Interviewer
2402,"[819227,819228)","[1323035,1323094)",1,Interviewer
2403,"[819228,819229)","[1323914,1323958)",1,Interviewer
2404,"[819229,819230)","[1324763,1324801)",1,Interviewer
2405,"[819230,819231)","[1324974,1325007)",1,Interviewer
2406,"[819231,819232)","[1325925,1325960)",1,Interviewer
2407,"[819232,819233)","[1326614,1326659)",1,Interviewer
2408,"[819233,819234)","[1328240,1328311)",383,Interviewer
2409,"[819234,819235)","[1328961,1329006)",1,Interviewer
2410,"[819235,819236)","[1331779,1331826)",1,Interviewer
2411,"[819236,819237)","[1334698,1334731)",1,Interviewer
2412,"[819237,819238)","[1336462,1336568)",384,Interviewer
2413,"[819238,819239)","[1336580,1336642)",385,Interviewer
2414,"[819239,819240)","[1339116,1339199)",1,Interviewer
2415,"[819240,819241)","[1339303,1339347)",1,Interviewer
2416,"[819241,819242)","[1339683,1339736)",1,Interviewer
2417,"[819242,819243)","[1340253,1340284)",1,Interviewer
2418,"[860315,860316)","[1342244,1342261)",2,T16_GP1
2419,"[860316,860317)","[1342309,1342325)",2,T16_GP1
2420,"[860317,860318)","[1343171,1343179)",2,T16_GP1
2421,"[860318,860319)","[1344430,1344442)",2,T16_GP1
2422,"[860319,860320)","[1344558,1344567)",2,T16_GP1
2423,"[860320,860321)","[1345319,1345323)",2,T16_GP1
2424,"[860321,860322)","[1345889,1345902)",2,T16_GP1
2425,"[860322,860323)","[1346422,1346439)",2,T16_GP1
2426,"[860323,860324)","[1346548,1346563)",2,T16_GP1
2427,"[860324,860325)","[1346779,1346788)",2,T16_GP1
2428,"[860325,860326)","[1347171,1347183)",2,T16_GP1
2429,"[860326,860327)","[1347563,1347569)",2,T16_GP1
2430,"[860327,860328)","[1347698,1347704)",2,T16_GP1
2431,"[860328,860329)","[1348941,1348948)",2,T16_GP1
2432,"[860329,860330)","[1349221,1349232)",2,T16_GP1
2433,"[860330,860331)","[1350469,1350482)",2,T16_GP1
2434,"[860331,860332)","[1350553,1350575)",2,T16_GP1
2435,"[860332,860333)","[1350882,1350898)",2,T16_GP1
2436,"[860333,860334)","[1353294,1353306)",2,T16_GP1
2437,"[860334,860335)","[1353563,1353570)",2,T16_GP1
2438,"[860335,860336)","[1353891,1353918)",2,T16_GP1
2439,"[860336,860337)","[1354445,1354475)",2,T16_GP1
2440,"[860337,860338)","[1356459,1356464)",2,T16_GP1
2441,"[860338,860339)","[1356926,1356937)",2,T16_GP1
2442,"[860339,860340)","[1357178,1357196)",2,T16_GP1
2443,"[860340,860341)","[1357757,1357768)",2,T16_GP1
2444,"[860341,860342)","[1358425,1358436)",2,T16_GP1
2445,"[860342,860343)","[1358494,1358504)",2,T16_GP1
2446,"[860343,860344)","[1358977,1359011)",2,T16_GP1
2447,"[860344,860345)","[1359994,1360012)",2,T16_GP1
2448,"[860345,860346)","[1360097,1360130)",2,T16_GP1
2449,"[860346,860347)","[1360304,1360309)",2,T16_GP1
2450,"[860347,860348)","[1360568,1360577)",2,T16_GP1
2451,"[860348,860349)","[1360727,1360747)",2,T16_GP1
2452,"[860349,860350)","[1360767,1360779)",2,T16_GP1
2453,"[860350,860351)","[1360805,1360822)",2,T16_GP1
2454,"[860351,860352)","[1361404,1361466)",2,T16_GP1
2455,"[860352,860353)","[1361496,1361520)",2,T16_GP1
2456,"[860353,860354)","[1361908,1361915)",2,T16_GP1
2457,"[860354,860355)","[1362642,1362700)",2,T16_GP1
2458,"[860355,860356)","[1362765,1362772)",2,T16_GP1
2459,"[860356,860357)","[1362837,1362854)",2,T16_GP1
2460,"[860357,860358)","[1363046,1363053)",2,T16_GP1
2461,"[860358,860359)","[1363258,1363270)",2,T16_GP1
2462,"[860359,860360)","[1363636,1363643)",2,T16_GP1
2463,"[860360,860361)","[1363879,1363883)",2,T16_GP1
2464,"[860361,860362)","[1364360,1364369)",2,T16_GP1
2465,"[860362,860363)","[1364719,1364757)",2,T16_GP1
2466,"[860363,860364)","[1364967,1364983)",2,T16_GP1
2467,"[860364,860365)","[1365225,1365273)",2,T16_GP1
2468,"[860365,860366)","[1365497,1365546)",2,T16_GP1
2469,"[860366,860367)","[1365750,1365761)",2,T16_GP1
2470,"[860367,860368)","[1365824,1365835)",2,T16_GP1
2471,"[860368,860369)","[1368144,1368162)",2,T16_GP1
2472,"[860369,860370)","[1370041,1370046)",2,T16_GP1
2473,"[860370,860371)","[1370245,1370250)",2,T16_GP1
2474,"[860371,860372)","[1371144,1371151)",2,T16_GP1
2475,"[860372,860373)","[1371269,1371281)",2,T16_GP1
2476,"[860373,860374)","[1371462,1371474)",2,T16_GP1
2477,"[860374,860375)","[1371542,1371561)",2,T16_GP1
2478,"[860375,860376)","[1371916,1371924)",2,T16_GP1
2479,"[860376,860377)","[1373175,1373182)",2,T16_GP1
2480,"[860377,860378)","[1373276,1373294)",2,T16_GP1
2481,"[860378,860379)","[1373365,1373377)",2,T16_GP1
2482,"[860379,860380)","[1373522,1373539)",2,T16_GP1
2483,"[860380,860381)","[1374013,1374020)",2,T16_GP1
2484,"[860381,860382)","[1374250,1374264)",2,T16_GP1
2485,"[860382,860383)","[1374561,1374601)",2,T16_GP1
2486,"[860383,860384)","[1374660,1374676)",2,T16_GP1
2487,"[860384,860385)","[1375031,1375039)",2,T16_GP1
2488,"[860385,860386)","[1376962,1377035)",2,T16_GP1
2489,"[860386,860387)","[1377129,1377148)",2,T16_GP1
2490,"[860387,860388)","[1378118,1378123)",2,T16_GP1
2491,"[860388,860389)","[1378462,1378537)",2,T16_GP1
2492,"[860389,860390)","[1379293,1379341)",2,T16_GP1
2493,"[860390,860391)","[1379430,1379466)",2,T16_GP1
2494,"[860391,860392)","[1380899,1380916)",2,T16_GP1
2495,"[860392,860393)","[1381294,1381302)",2,T16_GP1
2496,"[860393,860394)","[1385050,1385065)",2,T16_GP1
2497,"[860394,860395)","[1385218,1385239)",2,T16_GP1
2498,"[860395,860396)","[1386165,1386171)",2,T16_GP1
2499,"[860396,860397)","[1386607,1386617)",2,T16_GP1
2500,"[860397,860398)","[1386644,1386658)",2,T16_GP1
2501,"[860398,860399)","[1387041,1387053)",2,T16_GP1
2502,"[860399,860400)","[1387235,1387241)",2,T16_GP1
2503,"[860400,860401)","[1387350,1387359)",2,T16_GP1
2504,"[860401,860402)","[1387829,1387837)",2,T16_GP1
2505,"[860402,860403)","[1388271,1388279)",2,T16_GP1
2506,"[860403,860404)","[1389173,1389186)",2,T16_GP1
2507,"[860404,860405)","[1389246,1389262)",2,T16_GP1
2508,"[860405,860406)","[1389350,1389393)",2,T16_GP1
2509,"[860406,860407)","[1389512,1389568)",2,T16_GP1
2510,"[860407,860408)","[1391633,1391657)",18,T16_GP1
2511,"[860408,860409)","[1392118,1392124)",2,T16_GP1
2512,"[860409,860410)","[1392790,1392799)",2,T16_GP1
2513,"[860410,860411)","[1397113,1397122)",2,T16_GP1
2514,"[860411,860412)","[1397415,1397423)",2,T16_GP1
2515,"[860412,860413)","[1397486,1397493)",2,T16_GP1
2516,"[860413,860414)","[1397842,1397852)",2,T16_GP1
2517,"[860414,860415)","[1398079,1398100)",2,T16_GP1
2518,"[860415,860416)","[1398129,1398141)",2,T16_GP1
2519,"[860416,860417)","[1398183,1398228)",2,T16_GP1
2520,"[860417,860418)","[1398429,1398441)",2,T16_GP1
2521,"[860418,860419)","[1398474,1398486)",2,T16_GP1
2522,"[860419,860420)","[1399614,1399622)",2,T16_GP1
2523,"[860420,860421)","[1400443,1400453)",2,T16_GP1
2524,"[860421,860422)","[1400725,1400732)",2,T16_GP1
2525,"[860422,860423)","[1400868,1400877)",2,T16_GP1
2526,"[860423,860424)","[1401152,1401157)",2,T16_GP1
2527,"[860424,860425)","[1401663,1401672)",2,T16_GP1
2528,"[860425,860426)","[1401817,1401831)",2,T16_GP1
2529,"[860426,860427)","[1403546,1403555)",2,T16_GP1
2530,"[860427,860428)","[1404244,1404263)",2,T16_GP1
2531,"[860428,860429)","[1404995,1404996)",2,T16_GP1
2532,"[860429,860430)","[1404995,1405032)",2,T16_GP1
2533,"[860430,860431)","[1405137,1405153)",2,T16_GP1
2534,"[860431,860432)","[1405854,1405858)",2,T16_GP1
2535,"[860432,860433)","[1407212,1407222)",2,T16_GP1
2536,"[860433,860434)","[1407312,1407319)",2,T16_GP1
2537,"[860434,860435)","[1409273,1409285)",2,T16_GP1
2538,"[860435,860436)","[1410248,1410263)",2,T16_GP1
2539,"[860436,860437)","[1410818,1410847)",2,T16_GP1
2540,"[860437,860438)","[1412700,1412705)",2,T16_GP1
2541,"[860438,860439)","[1413391,1413409)",2,T16_GP1
2542,"[860439,860440)","[1413787,1413809)",2,T16_GP1
2543,"[860440,860441)","[1414172,1414198)",2,T16_GP1
2544,"[860441,860442)","[1414229,1414246)",2,T16_GP1
2545,"[860442,860443)","[1414327,1414341)",2,T16_GP1
2546,"[860443,860444)","[1415742,1415750)",2,T16_GP1
2547,"[860444,860445)","[1416777,1416797)",2,T16_GP1
2548,"[860445,860446)","[1416818,1416826)",2,T16_GP1
2549,"[860446,860447)","[1416993,1416997)",2,T16_GP1
2550,"[860447,860448)","[1417116,1417124)",2,T16_GP1
2551,"[860448,860449)","[1417321,1417350)",2,T16_GP1
2552,"[860449,860450)","[1417379,1417467)",2,T16_GP1
2553,"[860450,860451)","[1417619,1417689)",2,T16_GP1
2554,"[860451,860452)","[1422447,1422456)",2,T16_GP1
2555,"[860452,860453)","[1423097,1423106)",2,T16_GP1
2556,"[860453,860454)","[1423711,1423725)",2,T16_GP1
2557,"[860454,860455)","[1424919,1424925)",2,T16_GP1
2558,"[860455,860456)","[1426426,1426433)",2,T16_GP1
2559,"[860456,860457)","[1426461,1426467)",2,T16_GP1
2560,"[860457,860458)","[1426498,1426506)",2,T16_GP1
2561,"[860458,860459)","[1426597,1426604)",2,T16_GP1
2562,"[860459,860460)","[1426944,1426986)",2,T16_GP1
2563,"[860460,860461)","[1427386,1427418)",2,T16_GP1
2564,"[860461,860462)","[1427438,1427456)",2,T16_GP1
2565,"[860462,860463)","[1428130,1428195)",2,T16_GP1
2566,"[860463,860464)","[1428464,1428476)",2,T16_GP1
2567,"[860464,860465)","[1429169,1429192)",2,T16_GP1
2568,"[860465,860466)","[1429965,1429982)",2,T16_GP1
2569,"[860466,860467)","[1430616,1430635)",2,T16_GP1
2570,"[860467,860468)","[1430909,1430920)",2,T16_GP1
2571,"[860468,860469)","[1431030,1431047)",2,T16_GP1
2572,"[860469,860470)","[1431057,1431103)",2,T16_GP1
2573,"[860470,860471)","[1431219,1431225)",2,T16_GP1
2574,"[860471,860472)","[1431239,1431248)",2,T16_GP1
2575,"[860472,860473)","[1431615,1431622)",2,T16_GP1
2576,"[860473,860474)","[1432000,1432037)",2,T16_GP1
2577,"[860474,860475)","[1432112,1432113)",2,T16_GP1
2578,"[860475,860476)","[1432112,1432122)",2,T16_GP1
2579,"[860476,860477)","[1432174,1432219)",2,T16_GP1
2580,"[860477,860478)","[1432682,1432754)",2,T16_GP1
2581,"[860478,860479)","[1432999,1433025)",2,T16_GP1
2582,"[860479,860480)","[1433210,1433261)",2,T16_GP1
2583,"[860480,860481)","[1434013,1434037)",2,T16_GP1
2584,"[860481,860482)","[1434064,1434076)",2,T16_GP1
2585,"[882791,882792)","[1343352,1343381)",2,T16_GP2
2586,"[882792,882793)","[1345538,1345548)",2,T16_GP2
2587,"[882793,882794)","[1346228,1346238)",2,T16_GP2
2588,"[882794,882795)","[1346401,1346480)",2,T16_GP2
2589,"[882795,882796)","[1347749,1347765)",2,T16_GP2
2590,"[882796,882797)","[1350456,1350464)",2,T16_GP2
2591,"[882797,882798)","[1352903,1352941)",2,T16_GP2
2592,"[882798,882799)","[1354438,1354474)",2,T16_GP2
2593,"[882799,882800)","[1357759,1357770)",2,T16_GP2
2594,"[882800,882801)","[1358062,1358075)",2,T16_GP2
2595,"[882801,882802)","[1361477,1361488)",2,T16_GP2
2596,"[882802,882803)","[1361725,1361736)",2,T16_GP2
2597,"[882803,882804)","[1362457,1362462)",2,T16_GP2
2598,"[882804,882805)","[1362633,1362639)",2,T16_GP2
2599,"[882805,882806)","[1362643,1362663)",2,T16_GP2
2600,"[882806,882807)","[1363870,1363877)",2,T16_GP2
2601,"[882807,882808)","[1364368,1364376)",2,T16_GP2
2602,"[882808,882809)","[1364932,1364939)",2,T16_GP2
2603,"[882809,882810)","[1365504,1365546)",2,T16_GP2
2604,"[882810,882811)","[1365573,1365594)",2,T16_GP2
2605,"[882811,882812)","[1366309,1366324)",386,T16_GP2
2606,"[882812,882813)","[1366467,1366476)",386,T16_GP2
2607,"[882813,882814)","[1366648,1366656)",2,T16_GP2
2608,"[882814,882815)","[1367357,1367368)",387,T16_GP2
2609,"[882815,882816)","[1368070,1368079)",388,T16_GP2
2610,"[882816,882817)","[1369394,1369402)",389,T16_GP2
2611,"[882817,882818)","[1370458,1370476)",390,T16_GP2
2612,"[882818,882819)","[1370601,1370616)",390,T16_GP2
2613,"[882819,882820)","[1371247,1371254)",2,T16_GP2
2614,"[882820,882821)","[1371464,1371482)",2,T16_GP2
2615,"[882821,882822)","[1372401,1372413)",2,T16_GP2
2616,"[882822,882823)","[1372687,1372705)",2,T16_GP2
2617,"[882823,882824)","[1373248,1373279)",2,T16_GP2
2618,"[882824,882825)","[1373876,1373880)",2,T16_GP2
2619,"[882825,882826)","[1374546,1374558)",2,T16_GP2
2620,"[882826,882827)","[1375806,1375840)",2,T16_GP2
2621,"[882827,882828)","[1378056,1378093)",2,T16_GP2
2622,"[882828,882829)","[1379336,1379361)",2,T16_GP2
2623,"[882829,882830)","[1380929,1380946)",2,T16_GP2
2624,"[882830,882831)","[1381394,1381422)",2,T16_GP2
2625,"[882831,882832)","[1381469,1381511)",2,T16_GP2
2626,"[882832,882833)","[1385866,1385895)",18,T16_GP2
2627,"[882833,882834)","[1387010,1387018)",2,T16_GP2
2628,"[882834,882835)","[1387596,1387613)",2,T16_GP2
2629,"[882835,882836)","[1388736,1388749)",391,T16_GP2
2630,"[882836,882837)","[1389521,1389532)",2,T16_GP2
2631,"[882837,882838)","[1390384,1390392)",392,T16_GP2
2632,"[882838,882839)","[1390547,1390559)",392,T16_GP2
2633,"[882839,882840)","[1397376,1397384)",2,T16_GP2
2634,"[882840,882841)","[1398175,1398204)",2,T16_GP2
2635,"[882841,882842)","[1398549,1398572)",2,T16_GP2
2636,"[882842,882843)","[1399906,1399939)",2,T16_GP2
2637,"[882843,882844)","[1399988,1399995)",2,T16_GP2
2638,"[882844,882845)","[1404212,1404268)",2,T16_GP2
2639,"[882845,882846)","[1405021,1405042)",2,T16_GP2
2640,"[882846,882847)","[1408252,1408261)",393,T16_GP2
2641,"[882847,882848)","[1409258,1409264)",2,T16_GP2
2642,"[882848,882849)","[1410248,1410263)",2,T16_GP2
2643,"[882849,882850)","[1413374,1413399)",2,T16_GP2
2644,"[882850,882851)","[1413683,1413730)",2,T16_GP2
2645,"[882851,882852)","[1413783,1413796)",2,T16_GP2
2646,"[882852,882853)","[1416739,1416803)",2,T16_GP2
2647,"[882853,882854)","[1417312,1417351)",2,T16_GP2
2648,"[882854,882855)","[1417622,1417635)",394,T16_GP2
2649,"[882855,882856)","[1422222,1422261)",2,T16_GP2
2650,"[882856,882857)","[1422995,1423012)",2,T16_GP2
2651,"[882857,882858)","[1423252,1423262)",18,T16_GP2
2652,"[882858,882859)","[1423434,1423444)",392,T16_GP2
2653,"[882859,882860)","[1424289,1424303)",392,T16_GP2
2654,"[882860,882861)","[1424892,1424929)",2,T16_GP2
2655,"[882861,882862)","[1426702,1426716)",2,T16_GP2
2656,"[882862,882863)","[1426955,1426978)",2,T16_GP2
2657,"[882863,882864)","[1427256,1427269)",2,T16_GP2
2658,"[882864,882865)","[1427374,1427387)",2,T16_GP2
2659,"[882865,882866)","[1427446,1427465)",2,T16_GP2
2660,"[882866,882867)","[1427516,1427528)",392,T16_GP2
2661,"[882867,882868)","[1428454,1428465)",2,T16_GP2
2662,"[882868,882869)","[1428507,1428521)",2,T16_GP2
2663,"[882869,882870)","[1428597,1428608)",2,T16_GP2
2664,"[882870,882871)","[1428724,1428736)",2,T16_GP2
2665,"[882871,882872)","[1428770,1428784)",392,T16_GP2
2666,"[882872,882873)","[1428869,1428877)",392,T16_GP2
2667,"[882873,882874)","[1429106,1429113)",392,T16_GP2
2668,"[882874,882875)","[1430592,1430644)",2,T16_GP2
2669,"[882875,882876)","[1430673,1430710)",2,T16_GP2
2670,"[882876,882877)","[1431010,1431048)",2,T16_GP2
2671,"[882877,882878)","[1431985,1432079)",2,T16_GP2
2672,"[882878,882879)","[1432937,1432967)",2,T16_GP2
2673,"[882879,882880)","[1433040,1433081)",2,T16_GP2
2674,"[882880,882881)","[1433279,1433285)",392,T16_GP2
2675,"[882881,882882)","[1433353,1433367)",392,T16_GP2
2676,"[882882,882883)","[1433798,1433808)",392,T16_GP2
2677,"[882883,882884)","[1434690,1434698)",2,T16_GP2
2678,"[928789,928790)","[1491724,1491786)",395,T20_GP1
2679,"[928790,928791)","[1491864,1491885)",2,T20_GP1
2680,"[928791,928792)","[1491973,1492001)",2,T20_GP1
2681,"[928792,928793)","[1492842,1492866)",2,T20_GP1
2682,"[928793,928794)","[1493225,1493238)",2,T20_GP1
2683,"[928794,928795)","[1493794,1493812)",2,T20_GP1
2684,"[928795,928796)","[1494090,1494142)",2,T20_GP1
2685,"[928796,928797)","[1494946,1494992)",396,T20_GP1
2686,"[928797,928798)","[1495302,1495347)",397,T20_GP1
2687,"[928798,928799)","[1496034,1496042)",2,T20_GP1
2688,"[928799,928800)","[1496088,1496121)",2,T20_GP1
2689,"[928800,928801)","[1496546,1496558)",2,T20_GP1
2690,"[928801,928802)","[1497777,1497789)",24,T20_GP1
2691,"[928802,928803)","[1497884,1497897)",2,T20_GP1
2692,"[928803,928804)","[1500639,1500659)",2,T20_GP1
2693,"[928804,928805)","[1501118,1501154)",397,T20_GP1
2694,"[928805,928806)","[1503113,1503136)",2,T20_GP1
2695,"[928806,928807)","[1503280,1503298)",2,T20_GP1
2696,"[928807,928808)","[1505675,1505707)",2,T20_GP1
2697,"[928808,928809)","[1506257,1506276)",341,T20_GP1
2698,"[928809,928810)","[1507731,1507747)",2,T20_GP1
2699,"[928810,928811)","[1508431,1508452)",2,T20_GP1
2700,"[928811,928812)","[1511859,1511875)",2,T20_GP1
2701,"[928812,928813)","[1512757,1512782)",2,T20_GP1
2702,"[928813,928814)","[1515004,1515089)",398,T20_GP1
2703,"[928814,928815)","[1517211,1517223)",399,T20_GP1
2704,"[928815,928816)","[1519525,1519547)",2,T20_GP1
2705,"[928816,928817)","[1520469,1520488)",2,T20_GP1
2706,"[928817,928818)","[1520995,1521045)",2,T20_GP1
2707,"[928818,928819)","[1521176,1521249)",2,T20_GP1
2708,"[936383,936384)","[1491973,1492001)",2,T20_GP2
2709,"[936384,936385)","[1492837,1492858)",2,T20_GP2
2710,"[936385,936386)","[1494109,1494127)",2,T20_GP2
2711,"[936386,936387)","[1494349,1494360)",2,T20_GP2
2712,"[936387,936388)","[1494641,1494660)",2,T20_GP2
2713,"[936388,936389)","[1494823,1494838)",400,T20_GP2
2714,"[936389,936390)","[1495302,1495347)",397,T20_GP2
2715,"[936390,936391)","[1496369,1496379)",401,T20_GP2
2716,"[936391,936392)","[1496467,1496500)",341,T20_GP2
2717,"[936392,936393)","[1497039,1497112)",2,T20_GP2
2718,"[936393,936394)","[1497155,1497167)",2,T20_GP2
2719,"[936394,936395)","[1497884,1497914)",2,T20_GP2
2720,"[936395,936396)","[1498328,1498354)",2,T20_GP2
2721,"[936396,936397)","[1500490,1500506)",2,T20_GP2
2722,"[936397,936398)","[1500950,1500961)",2,T20_GP2
2723,"[936398,936399)","[1502607,1502664)",2,T20_GP2
2724,"[936399,936400)","[1502926,1502945)",2,T20_GP2
2725,"[936400,936401)","[1503402,1503432)",2,T20_GP2
2726,"[936401,936402)","[1505251,1505276)",2,T20_GP2
2727,"[936402,936403)","[1506011,1506037)",2,T20_GP2
2728,"[936403,936404)","[1506362,1506422)",402,T20_GP2
2729,"[936404,936405)","[1506606,1506626)",2,T20_GP2
2730,"[936405,936406)","[1507661,1507672)",2,T20_GP2
2731,"[936406,936407)","[1507968,1507998)",2,T20_GP2
2732,"[936407,936408)","[1508639,1508656)",2,T20_GP2
2733,"[936408,936409)","[1512010,1512032)",2,T20_GP2
2734,"[936409,936410)","[1512306,1512332)",2,T20_GP2
2735,"[936410,936411)","[1513959,1513984)",2,T20_GP2
2736,"[936411,936412)","[1515082,1515127)",403,T20_GP2
2737,"[936412,936413)","[1516887,1516990)",137,T20_GP2
2738,"[936413,936414)","[1517024,1517100)",137,T20_GP2
2739,"[936414,936415)","[1517228,1517386)",137,T20_GP2
2740,"[936415,936416)","[1517424,1517459)",2,T20_GP2
2741,"[936416,936417)","[1520447,1520493)",2,T20_GP2
2742,"[936417,936418)","[1520614,1520626)",2,T20_GP2
2743,"[936418,936419)","[1520972,1521045)",2,T20_GP2
