notes_id,char_range,frame_range,text_id,speaker_id
1342,"[555052,555053)","[972175,972185)",290,T11_GP1
1343,"[555053,555054)","[972302,972322)",26,T11_GP1
1344,"[555054,555055)","[972366,972387)",16,T11_GP1
1345,"[555055,555056)","[972450,972467)",115,T11_GP1
1346,"[555056,555057)","[972572,972583)",314,T11_GP1
1347,"[555057,555058)","[973491,973512)",1,T11_GP1
1348,"[555058,555059)","[973544,973586)",26,T11_GP1
1349,"[555059,555060)","[973807,973817)",290,T11_GP1
1350,"[555060,555061)","[974219,974225)",283,T11_GP1
1351,"[555061,555062)","[975152,975159)",283,T11_GP1
1352,"[555062,555063)","[975358,975367)",290,T11_GP1
1353,"[555063,555064)","[975428,975436)",290,T11_GP1
1354,"[555064,555065)","[975931,975952)",283,T11_GP1
1355,"[555065,555066)","[976435,976450)",315,T11_GP1
1356,"[555066,555067)","[976485,976502)",316,T11_GP1
1357,"[555067,555068)","[976795,976836)",1,T11_GP1
1358,"[555068,555069)","[976999,977022)",16,T11_GP1
1359,"[555069,555070)","[977239,977265)",1,T11_GP1
1360,"[555070,555071)","[977283,977300)",1,T11_GP1
1361,"[555071,555072)","[977471,977486)",1,T11_GP1
1362,"[555072,555073)","[977866,977877)",283,T11_GP1
1363,"[555073,555074)","[978848,978857)",16,T11_GP1
1364,"[555074,555075)","[978888,978898)",300,T11_GP1
1365,"[555075,555076)","[979493,979501)",283,T11_GP1
1366,"[555076,555077)","[979580,979594)",1,T11_GP1
1367,"[555077,555078)","[980626,980637)",16,T11_GP1
1368,"[555078,555079)","[980693,980704)",1,T11_GP1
1369,"[555079,555080)","[980747,980759)",207,T11_GP1
1370,"[555080,555081)","[981152,981173)",1,T11_GP1
1371,"[555081,555082)","[981396,981410)",1,T11_GP1
1372,"[555082,555083)","[981447,981456)",317,T11_GP1
1373,"[555083,555084)","[981770,981787)",300,T11_GP1
1374,"[555084,555085)","[981874,981888)",1,T11_GP1
1375,"[555085,555086)","[982011,982020)",283,T11_GP1
1376,"[555086,555087)","[982064,982080)",1,T11_GP1
1377,"[555087,555088)","[982266,982282)",283,T11_GP1
1378,"[555088,555089)","[982579,982592)",290,T11_GP1
1379,"[555089,555090)","[982658,982679)",1,T11_GP1
1380,"[555090,555091)","[982824,982833)",283,T11_GP1
1381,"[555091,555092)","[982911,982924)",290,T11_GP1
1382,"[555092,555093)","[983484,983493)",1,T11_GP1
1383,"[555093,555094)","[984050,984071)",283,T11_GP1
1384,"[555094,555095)","[984192,984202)",16,T11_GP1
1385,"[555095,555096)","[984532,984544)",283,T11_GP1
1386,"[555096,555097)","[984588,984606)",318,T11_GP1
1387,"[555097,555098)","[984659,984689)",1,T11_GP1
1388,"[555098,555099)","[984726,984742)",1,T11_GP1
1389,"[555099,555100)","[984961,984980)",1,T11_GP1
1390,"[555100,555101)","[985071,985080)",16,T11_GP1
1391,"[555101,555102)","[985303,985312)",16,T11_GP1
1392,"[555102,555103)","[985684,985694)",319,T11_GP1
1393,"[555103,555104)","[986054,986066)",320,T11_GP1
1394,"[555104,555105)","[987254,987270)",1,T11_GP1
1395,"[555105,555106)","[987842,987884)",321,T11_GP1
1396,"[555106,555107)","[991671,991678)",283,T11_GP1
1397,"[555107,555108)","[993950,993957)",1,T11_GP1
1398,"[555108,555109)","[996663,996672)",290,T11_GP1
1399,"[555109,555110)","[998113,998125)",290,T11_GP1
1400,"[555110,555111)","[999722,999736)",1,T11_GP1
1401,"[555111,555112)","[1000540,1000546)",115,T11_GP1
1402,"[576784,576785)","[902186,902189)",1,T11_GP2
1403,"[576785,576786)","[902702,902713)",1,T11_GP2
1404,"[576786,576787)","[902786,902820)",1,T11_GP2
1405,"[576787,576788)","[903784,903812)",1,T11_GP2
1406,"[576788,576789)","[904161,904183)",283,T11_GP2
1407,"[576789,576790)","[904227,904245)",1,T11_GP2
1408,"[576790,576791)","[904317,904332)",1,T11_GP2
1409,"[576791,576792)","[904377,904391)",1,T11_GP2
1410,"[576792,576793)","[904435,904445)",1,T11_GP2
1411,"[576793,576794)","[904659,904673)",1,T11_GP2
1412,"[576794,576795)","[905016,905032)",309,T11_GP2
1413,"[576795,576796)","[905097,905111)",1,T11_GP2
1414,"[576796,576797)","[905661,905671)",286,T11_GP2
1415,"[576797,576798)","[905997,906008)",1,T11_GP2
1416,"[576798,576799)","[907629,907641)",1,T11_GP2
1417,"[576799,576800)","[908513,908539)",1,T11_GP2
1418,"[576800,576801)","[909125,909144)",1,T11_GP2
1419,"[576801,576802)","[909578,909596)",1,T11_GP2
1420,"[576802,576803)","[910311,910321)",322,T11_GP2
1421,"[576803,576804)","[910965,910978)",16,T11_GP2
1422,"[576804,576805)","[911058,911097)",1,T11_GP2
1423,"[576805,576806)","[911132,911143)",1,T11_GP2
1424,"[576806,576807)","[911417,911439)",290,T11_GP2
1425,"[576807,576808)","[911697,911715)",1,T11_GP2
1426,"[576808,576809)","[912106,912115)",290,T11_GP2
1427,"[576809,576810)","[912255,912287)",1,T11_GP2
1428,"[576810,576811)","[912665,912694)",1,T11_GP2
1429,"[576811,576812)","[912757,912765)",290,T11_GP2
1430,"[576812,576813)","[912893,912920)",1,T11_GP2
1431,"[576813,576814)","[913271,913335)",1,T11_GP2
1432,"[576814,576815)","[913380,913392)",290,T11_GP2
1433,"[576815,576816)","[913799,913813)",18,T11_GP2
1434,"[576816,576817)","[913981,913985)",16,T11_GP2
1435,"[576817,576818)","[914053,914068)",1,T11_GP2
1436,"[576818,576819)","[914728,914741)",290,T11_GP2
1437,"[576819,576820)","[915940,915954)",1,T11_GP2
1438,"[576820,576821)","[915977,916003)",283,T11_GP2
1439,"[576821,576822)","[916140,916150)",290,T11_GP2
1440,"[576822,576823)","[916566,916576)",115,T11_GP2
1441,"[576823,576824)","[916814,916835)",1,T11_GP2
1442,"[576824,576825)","[917038,917044)",290,T11_GP2
1443,"[576825,576826)","[917470,917490)",16,T11_GP2
1444,"[576826,576827)","[918041,918049)",283,T11_GP2
1445,"[576827,576828)","[919219,919229)",16,T11_GP2
1446,"[576828,576829)","[919625,919650)",1,T11_GP2
1447,"[576829,576830)","[920915,920922)",1,T11_GP2
1448,"[576830,576831)","[920943,920987)",1,T11_GP2
1449,"[576831,576832)","[921915,921936)",1,T11_GP2
1450,"[576832,576833)","[922718,922726)",298,T11_GP2
1451,"[576833,576834)","[924332,924344)",26,T11_GP2
1452,"[576834,576835)","[924496,924509)",1,T11_GP2
1453,"[576835,576836)","[924542,924590)",1,T11_GP2
1454,"[576836,576837)","[929329,929351)",1,T11_GP2
1455,"[576837,576838)","[930394,930401)",283,T11_GP2
1456,"[576838,576839)","[930483,930487)",283,T11_GP2
1457,"[576839,576840)","[930609,930619)",283,T11_GP2
1458,"[576840,576841)","[930720,930727)",283,T11_GP2
1459,"[576841,576842)","[931196,931200)",283,T11_GP2
1460,"[576842,576843)","[931265,931284)",1,T11_GP2
1461,"[576843,576844)","[931336,931352)",296,T11_GP2
1462,"[576844,576845)","[931821,931837)",1,T11_GP2
1463,"[576845,576846)","[932978,933007)",296,T11_GP2
1464,"[576846,576847)","[933319,933326)",290,T11_GP2
1465,"[576847,576848)","[935485,935499)",283,T11_GP2
1466,"[576848,576849)","[937765,937773)",115,T11_GP2
1467,"[576849,576850)","[939433,939450)",115,T11_GP2
1468,"[576850,576851)","[939593,939615)",290,T11_GP2
1469,"[576851,576852)","[939615,939633)",1,T11_GP2
1470,"[576852,576853)","[940650,940663)",323,T11_GP2
1471,"[576853,576854)","[940901,940909)",283,T11_GP2
1472,"[576854,576855)","[941583,941622)",324,T11_GP2
1473,"[576855,576856)","[942081,942096)",115,T11_GP2
1474,"[576856,576857)","[942437,942446)",16,T11_GP2
1475,"[576857,576858)","[943091,943108)",115,T11_GP2
1476,"[576858,576859)","[943163,943176)",16,T11_GP2
1477,"[576859,576860)","[943983,943992)",16,T11_GP2
1478,"[576860,576861)","[944072,944080)",115,T11_GP2
1479,"[576861,576862)","[944140,944148)",115,T11_GP2
1480,"[576862,576863)","[944195,944216)",115,T11_GP2
1481,"[576863,576864)","[944350,944362)",283,T11_GP2
1482,"[576864,576865)","[944418,944427)",283,T11_GP2
1483,"[576865,576866)","[944841,944853)",115,T11_GP2
1484,"[576866,576867)","[945161,945169)",283,T11_GP2
1485,"[576867,576868)","[945233,945243)",115,T11_GP2
1486,"[576868,576869)","[946549,946559)",115,T11_GP2
1487,"[576869,576870)","[946966,946978)",16,T11_GP2
1488,"[576870,576871)","[947864,947879)",115,T11_GP2
1489,"[576871,576872)","[947916,947949)",1,T11_GP2
1490,"[576872,576873)","[947960,947970)",115,T11_GP2
1491,"[576873,576874)","[948989,949008)",1,T11_GP2
1492,"[576874,576875)","[949149,949158)",303,T11_GP2
1493,"[576875,576876)","[949385,949400)",1,T11_GP2
1494,"[576876,576877)","[949485,949510)",1,T11_GP2
1495,"[576877,576878)","[949583,949593)",303,T11_GP2
1496,"[576878,576879)","[950810,950825)",115,T11_GP2
1497,"[576879,576880)","[951471,951495)",1,T11_GP2
1498,"[576880,576881)","[951662,951674)",1,T11_GP2
1499,"[576881,576882)","[951927,951933)",1,T11_GP2
1500,"[576882,576883)","[952116,952129)",283,T11_GP2
1501,"[576883,576884)","[952296,952305)",283,T11_GP2
1502,"[576884,576885)","[952360,952373)",290,T11_GP2
1503,"[576885,576886)","[952392,952402)",115,T11_GP2
1504,"[576886,576887)","[952847,952864)",1,T11_GP2
1505,"[576887,576888)","[953393,953410)",1,T11_GP2
1506,"[576888,576889)","[953654,953670)",1,T11_GP2
1507,"[576889,576890)","[954427,954443)",1,T11_GP2
1508,"[576890,576891)","[954748,954763)",16,T11_GP2
1509,"[576891,576892)","[955423,955437)",115,T11_GP2
1510,"[576892,576893)","[955977,955989)",290,T11_GP2
1511,"[576893,576894)","[955991,956017)",325,T11_GP2
1512,"[576894,576895)","[956255,956271)",1,T11_GP2
1513,"[576895,576896)","[956847,956859)",16,T11_GP2
1514,"[576896,576897)","[957064,957072)",326,T11_GP2
1515,"[576897,576898)","[957753,957763)",1,T11_GP2
1516,"[576898,576899)","[959261,959277)",1,T11_GP2
1517,"[576899,576900)","[959280,959287)",290,T11_GP2
1518,"[576900,576901)","[959782,959809)",1,T11_GP2
1519,"[576901,576902)","[960749,960786)",327,T11_GP2
1520,"[576902,576903)","[961002,961008)",283,T11_GP2
1521,"[576903,576904)","[961128,961149)",1,T11_GP2
1522,"[576904,576905)","[961481,961489)",115,T11_GP2
1523,"[576905,576906)","[961488,961500)",1,T11_GP2
1524,"[576906,576907)","[962152,962164)",115,T11_GP2
1525,"[576907,576908)","[962690,962709)",16,T11_GP2
1526,"[576908,576909)","[963712,963719)",283,T11_GP2
1527,"[576909,576910)","[964056,964069)",283,T11_GP2
1528,"[576910,576911)","[964384,964395)",290,T11_GP2
1529,"[576911,576912)","[965209,965222)",115,T11_GP2
1530,"[576912,576913)","[965288,965296)",283,T11_GP2
1531,"[576913,576914)","[965393,965398)",283,T11_GP2
1532,"[576914,576915)","[965633,965638)",283,T11_GP2
1533,"[576915,576916)","[965882,965897)",290,T11_GP2
1534,"[576916,576917)","[966326,966332)",1,T11_GP2
1535,"[576917,576918)","[966359,966378)",115,T11_GP2
1536,"[576918,576919)","[966564,966575)",1,T11_GP2
1537,"[576919,576920)","[966813,966825)",115,T11_GP2
1538,"[576920,576921)","[966848,966868)",328,T11_GP2
1539,"[576921,576922)","[966898,966908)",115,T11_GP2
1540,"[576922,576923)","[967487,967497)",283,T11_GP2
1541,"[576923,576924)","[968112,968121)",115,T11_GP2
1542,"[576924,576925)","[968788,968807)",298,T11_GP2
1543,"[576925,576926)","[969292,969301)",115,T11_GP2
1544,"[576926,576927)","[970096,970103)",290,T11_GP2
1545,"[576927,576928)","[970213,970219)",290,T11_GP2
1546,"[576928,576929)","[970387,970396)",1,T11_GP2
1547,"[576929,576930)","[971690,971698)",283,T11_GP2
1548,"[576930,576931)","[971958,971973)",16,T11_GP2
1549,"[576931,576932)","[972236,972247)",290,T11_GP2
1550,"[576932,576933)","[972389,972403)",296,T11_GP2
1551,"[576933,576934)","[973141,973147)",26,T11_GP2
1552,"[576934,576935)","[973586,973594)",290,T11_GP2
1553,"[576935,576936)","[973655,973673)",283,T11_GP2
1554,"[576936,576937)","[974157,974169)",290,T11_GP2
1555,"[576937,576938)","[974318,974353)",329,T11_GP2
1556,"[576938,576939)","[974403,974444)",1,T11_GP2
1557,"[576939,576940)","[974443,974464)",283,T11_GP2
1558,"[576940,576941)","[974527,974536)",290,T11_GP2
1559,"[576941,576942)","[974564,974575)",283,T11_GP2
1560,"[576942,576943)","[974650,974671)",1,T11_GP2
1561,"[576943,576944)","[974951,974976)",1,T11_GP2
1562,"[576944,576945)","[975033,975046)",1,T11_GP2
1563,"[576945,576946)","[975460,975467)",290,T11_GP2
1564,"[576946,576947)","[975478,975490)",290,T11_GP2
1565,"[576947,576948)","[975541,975557)",1,T11_GP2
1566,"[576948,576949)","[975606,975633)",1,T11_GP2
1567,"[576949,576950)","[975687,975711)",309,T11_GP2
1568,"[576950,576951)","[975744,975760)",1,T11_GP2
1569,"[576951,576952)","[976502,976512)",1,T11_GP2
1570,"[576952,576953)","[976514,976540)",316,T11_GP2
1571,"[576953,576954)","[976676,976687)",330,T11_GP2
1572,"[576954,576955)","[976767,976794)",300,T11_GP2
1573,"[576955,576956)","[977153,977167)",16,T11_GP2
1574,"[576956,576957)","[977207,977218)",300,T11_GP2
1575,"[576957,576958)","[977264,977278)",1,T11_GP2
1576,"[576958,576959)","[977346,977359)",16,T11_GP2
1577,"[576959,576960)","[977497,977508)",16,T11_GP2
1578,"[576960,576961)","[977716,977731)",283,T11_GP2
1579,"[576961,576962)","[977790,977807)",16,T11_GP2
1580,"[576962,576963)","[978084,978096)",16,T11_GP2
1581,"[576963,576964)","[978395,978404)",16,T11_GP2
1582,"[576964,576965)","[978453,978468)",283,T11_GP2
1583,"[576965,576966)","[978775,978781)",16,T11_GP2
1584,"[576966,576967)","[979212,979223)",16,T11_GP2
1585,"[576967,576968)","[979347,979358)",16,T11_GP2
1586,"[576968,576969)","[979371,979382)",1,T11_GP2
1587,"[576969,576970)","[979399,979408)",16,T11_GP2
1588,"[576970,576971)","[979412,979444)",1,T11_GP2
1589,"[576971,576972)","[979448,979458)",1,T11_GP2
1590,"[576972,576973)","[979690,979703)",320,T11_GP2
1591,"[576973,576974)","[979757,979766)",16,T11_GP2
1592,"[576974,576975)","[979871,979895)",331,T11_GP2
1593,"[576975,576976)","[979908,979937)",332,T11_GP2
1594,"[576976,576977)","[980060,980073)",16,T11_GP2
1595,"[576977,576978)","[980184,980215)",333,T11_GP2
1596,"[576978,576979)","[980824,980836)",16,T11_GP2
1597,"[576979,576980)","[981152,981173)",1,T11_GP2
1598,"[576980,576981)","[981424,981434)",300,T11_GP2
1599,"[576981,576982)","[981663,981677)",16,T11_GP2
1600,"[576982,576983)","[981903,981916)",300,T11_GP2
1601,"[576983,576984)","[981969,981992)",290,T11_GP2
1602,"[576984,576985)","[982064,982080)",1,T11_GP2
1603,"[576985,576986)","[982084,982103)",1,T11_GP2
1604,"[576986,576987)","[982109,982117)",283,T11_GP2
1605,"[576987,576988)","[982292,982308)",1,T11_GP2
1606,"[576988,576989)","[982332,982372)",1,T11_GP2
1607,"[576989,576990)","[982415,982452)",1,T11_GP2
1608,"[576990,576991)","[982454,982461)",334,T11_GP2
1609,"[576991,576992)","[982489,982518)",1,T11_GP2
1610,"[576992,576993)","[982579,982592)",290,T11_GP2
1611,"[576993,576994)","[982658,982679)",320,T11_GP2
1612,"[576994,576995)","[984070,984087)",283,T11_GP2
1613,"[576995,576996)","[984961,984980)",283,T11_GP2
1614,"[576996,576997)","[987642,987657)",1,T11_GP2
1615,"[576997,576998)","[988039,988048)",16,T11_GP2
1616,"[576998,576999)","[988575,988587)",16,T11_GP2
1617,"[576999,577000)","[988608,988621)",283,T11_GP2
1618,"[577000,577001)","[988746,988755)",283,T11_GP2
1619,"[577001,577002)","[988839,988850)",283,T11_GP2
1620,"[577002,577003)","[988953,988964)",283,T11_GP2
1621,"[577003,577004)","[989435,989446)",16,T11_GP2
1622,"[577004,577005)","[989493,989504)",283,T11_GP2
1623,"[577005,577006)","[989721,989739)",1,T11_GP2
1624,"[577006,577007)","[990033,990049)",283,T11_GP2
1625,"[577007,577008)","[990823,990833)",283,T11_GP2
1626,"[577008,577009)","[990958,990981)",1,T11_GP2
1627,"[577009,577010)","[991012,991024)",283,T11_GP2
1628,"[577010,577011)","[991063,991078)",283,T11_GP2
1629,"[577011,577012)","[991219,991227)",283,T11_GP2
1630,"[577012,577013)","[991471,991480)",290,T11_GP2
1631,"[577013,577014)","[991735,991744)",1,T11_GP2
1632,"[577014,577015)","[991970,991983)",26,T11_GP2
1633,"[577015,577016)","[992293,992303)",1,T11_GP2
1634,"[577016,577017)","[992381,992391)",283,T11_GP2
1635,"[577017,577018)","[992681,992703)",283,T11_GP2
1636,"[577018,577019)","[993509,993521)",115,T11_GP2
1637,"[577019,577020)","[993610,993624)",283,T11_GP2
1638,"[577020,577021)","[993779,993786)",283,T11_GP2
1639,"[577021,577022)","[995384,995393)",16,T11_GP2
1640,"[577022,577023)","[995437,995444)",283,T11_GP2
1641,"[577023,577024)","[996147,996160)",283,T11_GP2
1642,"[577024,577025)","[997277,997289)",16,T11_GP2
1643,"[577025,577026)","[998147,998171)",1,T11_GP2
1644,"[577026,577027)","[998969,998977)",283,T11_GP2
1645,"[577027,577028)","[999190,999204)",283,T11_GP2
1646,"[577028,577029)","[999207,999219)",335,T11_GP2
1647,"[577029,577030)","[999291,999300)",283,T11_GP2
1648,"[577030,577031)","[999426,999438)",16,T11_GP2
1649,"[577031,577032)","[1000233,1000240)",290,T11_GP2
1650,"[577032,577033)","[1000419,1000436)",330,T11_GP2
1651,"[592275,592276)","[901646,901651)",283,Interviewer
1652,"[592276,592277)","[902285,902294)",283,Interviewer
1653,"[592277,592278)","[902943,902957)",290,Interviewer
1654,"[592278,592279)","[902990,902996)",283,Interviewer
1655,"[592279,592280)","[903040,903045)",283,Interviewer
1656,"[592280,592281)","[903093,903103)",283,Interviewer
1657,"[592281,592282)","[903275,903281)",283,Interviewer
1658,"[592282,592283)","[903373,903384)",283,Interviewer
1659,"[592283,592284)","[903529,903536)",283,Interviewer
1660,"[592284,592285)","[903688,903693)",1,Interviewer
1661,"[592285,592286)","[903733,903745)",290,Interviewer
1662,"[592286,592287)","[903850,903855)",26,Interviewer
1663,"[592287,592288)","[904339,904357)",26,Interviewer
1664,"[592288,592289)","[904497,904516)",1,Interviewer
1665,"[592289,592290)","[904766,904778)",16,Interviewer
1666,"[592290,592291)","[904919,904927)",26,Interviewer
1667,"[592291,592292)","[905032,905050)",1,Interviewer
1668,"[592292,592293)","[905816,905828)",26,Interviewer
1669,"[592293,592294)","[906409,906477)",1,Interviewer
1670,"[592294,592295)","[906802,906816)",16,Interviewer
1671,"[592295,592296)","[907447,907478)",336,Interviewer
1672,"[592296,592297)","[908222,908234)",337,Interviewer
1673,"[592297,592298)","[908553,908566)",290,Interviewer
1674,"[592298,592299)","[908587,908601)",338,Interviewer
1675,"[592299,592300)","[908731,908776)",339,Interviewer
1676,"[592300,592301)","[909166,909201)",340,Interviewer
1677,"[592301,592302)","[910084,910091)",16,Interviewer
1678,"[592302,592303)","[910580,910590)",16,Interviewer
1679,"[592303,592304)","[910598,910609)",16,Interviewer
1680,"[592304,592305)","[910743,910753)",16,Interviewer
1681,"[592305,592306)","[911781,911802)",16,Interviewer
1682,"[592306,592307)","[912213,912255)",1,Interviewer
1683,"[592307,592308)","[912426,912442)",16,Interviewer
1684,"[592308,592309)","[912447,912459)",290,Interviewer
1685,"[592309,592310)","[912458,912468)",283,Interviewer
1686,"[592310,592311)","[912585,912615)",1,Interviewer
1687,"[592311,592312)","[913397,913484)",1,Interviewer
1688,"[592312,592313)","[913708,913724)",341,Interviewer
1689,"[592313,592314)","[913813,913825)",16,Interviewer
1690,"[592314,592315)","[914859,914893)",1,Interviewer
1691,"[592315,592316)","[914971,914994)",1,Interviewer
1692,"[592316,592317)","[915098,915115)",290,Interviewer
1693,"[592317,592318)","[915221,915244)",290,Interviewer
1694,"[592318,592319)","[915303,915318)",1,Interviewer
1695,"[592319,592320)","[915333,915352)",1,Interviewer
1696,"[592320,592321)","[915352,915364)",290,Interviewer
1697,"[592321,592322)","[916935,916947)",1,Interviewer
1698,"[592322,592323)","[917409,917417)",16,Interviewer
1699,"[592323,592324)","[917856,917869)",16,Interviewer
1700,"[592324,592325)","[919028,919041)",16,Interviewer
1701,"[592325,592326)","[919957,919974)",16,Interviewer
1702,"[592326,592327)","[920075,920087)",16,Interviewer
1703,"[592327,592328)","[920574,920660)",16,Interviewer
1704,"[592328,592329)","[921053,921063)",16,Interviewer
1705,"[592329,592330)","[921853,921884)",290,Interviewer
1706,"[592330,592331)","[923588,923598)",16,Interviewer
1707,"[592331,592332)","[924657,924672)",1,Interviewer
1708,"[592332,592333)","[927003,927013)",12,Interviewer
1709,"[592333,592334)","[928725,928752)",333,Interviewer
1710,"[592334,592335)","[928774,928779)",115,Interviewer
1711,"[592335,592336)","[930695,930702)",16,Interviewer
1712,"[592336,592337)","[930796,930803)",16,Interviewer
1713,"[592337,592338)","[937759,937765)",115,Interviewer
1714,"[592338,592339)","[938511,938533)",290,Interviewer
1715,"[592339,592340)","[938692,938704)",115,Interviewer
1716,"[592340,592341)","[938889,938939)",342,Interviewer
1717,"[592341,592342)","[939286,939316)",283,Interviewer
1718,"[592342,592343)","[940033,940045)",1,Interviewer
1719,"[592343,592344)","[940085,940112)",1,Interviewer
1720,"[592344,592345)","[940155,940189)",343,Interviewer
1721,"[592345,592346)","[940527,940536)",16,Interviewer
1722,"[592346,592347)","[940564,940577)",115,Interviewer
1723,"[592347,592348)","[940584,940591)",115,Interviewer
1724,"[592348,592349)","[940961,940970)",16,Interviewer
1725,"[592349,592350)","[941298,941311)",1,Interviewer
1726,"[592350,592351)","[941321,941343)",290,Interviewer
1727,"[592351,592352)","[941665,941679)",344,Interviewer
1728,"[592352,592353)","[941810,941820)",115,Interviewer
1729,"[592353,592354)","[941983,941994)",16,Interviewer
1730,"[592354,592355)","[942218,942225)",115,Interviewer
1731,"[592355,592356)","[942252,942258)",115,Interviewer
1732,"[592356,592357)","[942805,942820)",16,Interviewer
1733,"[592357,592358)","[943654,943662)",115,Interviewer
1734,"[592358,592359)","[943690,943698)",115,Interviewer
1735,"[592359,592360)","[943861,943867)",115,Interviewer
1736,"[592360,592361)","[944676,944718)",341,Interviewer
1737,"[592361,592362)","[944823,944838)",115,Interviewer
1738,"[592362,592363)","[944879,944884)",115,Interviewer
1739,"[592363,592364)","[945251,945266)",341,Interviewer
1740,"[592364,592365)","[945459,945464)",115,Interviewer
1741,"[592365,592366)","[945849,945856)",115,Interviewer
1742,"[592366,592367)","[946057,946062)",115,Interviewer
1743,"[592367,592368)","[946303,946326)",26,Interviewer
1744,"[592368,592369)","[946355,946401)",341,Interviewer
1745,"[592369,592370)","[946628,946636)",115,Interviewer
1746,"[592370,592371)","[946952,946967)",290,Interviewer
1747,"[592371,592372)","[947063,947080)",115,Interviewer
1748,"[592372,592373)","[947084,947116)",345,Interviewer
1749,"[592373,592374)","[947224,947236)",115,Interviewer
1750,"[592374,592375)","[947373,947382)",1,Interviewer
1751,"[592375,592376)","[947422,947440)",290,Interviewer
1752,"[592376,592377)","[947446,947486)",283,Interviewer
1753,"[592377,592378)","[947503,947517)",12,Interviewer
1754,"[592378,592379)","[947547,947567)",283,Interviewer
1755,"[592379,592380)","[947916,947949)",1,Interviewer
1756,"[592380,592381)","[949193,949201)",311,Interviewer
1757,"[592381,592382)","[949570,949594)",1,Interviewer
1758,"[592382,592383)","[949739,949744)",115,Interviewer
1759,"[592383,592384)","[950118,950124)",115,Interviewer
1760,"[592384,592385)","[950163,950169)",115,Interviewer
1761,"[592385,592386)","[950419,950431)",16,Interviewer
1762,"[592386,592387)","[950502,950509)",16,Interviewer
1763,"[592387,592388)","[951506,951527)",290,Interviewer
1764,"[592388,592389)","[951531,951552)",283,Interviewer
1765,"[592389,592390)","[951630,951651)",12,Interviewer
1766,"[592390,592391)","[951677,951691)",12,Interviewer
1767,"[592391,592392)","[951721,951741)",283,Interviewer
1768,"[592392,592393)","[951933,951942)",16,Interviewer
1769,"[592393,592394)","[951986,951992)",115,Interviewer
1770,"[592394,592395)","[952545,952554)",16,Interviewer
1771,"[592395,592396)","[953115,953123)",16,Interviewer
1772,"[592396,592397)","[953475,953480)",115,Interviewer
1773,"[592397,592398)","[953672,953688)",290,Interviewer
1774,"[592398,592399)","[953687,953699)",330,Interviewer
1775,"[592399,592400)","[953732,953749)",115,Interviewer
1776,"[592400,592401)","[953828,953836)",26,Interviewer
1777,"[592401,592402)","[953876,953929)",346,Interviewer
1778,"[592402,592403)","[953986,954003)",1,Interviewer
1779,"[592403,592404)","[954465,954484)",187,Interviewer
1780,"[592404,592405)","[954483,954502)",347,Interviewer
1781,"[592405,592406)","[954680,954719)",1,Interviewer
1782,"[592406,592407)","[954718,954764)",1,Interviewer
1783,"[592407,592408)","[954793,954849)",1,Interviewer
1784,"[592408,592409)","[955083,955103)",1,Interviewer
1785,"[592409,592410)","[956379,956424)",1,Interviewer
1786,"[592410,592411)","[956473,956529)",1,Interviewer
1787,"[592411,592412)","[956530,956564)",1,Interviewer
1788,"[592412,592413)","[956595,956616)",1,Interviewer
1789,"[592413,592414)","[956617,956626)",290,Interviewer
1790,"[592414,592415)","[957152,957179)",1,Interviewer
1791,"[592415,592416)","[957245,957272)",1,Interviewer
1792,"[592416,592417)","[957271,957283)",290,Interviewer
1793,"[592417,592418)","[957283,957294)",290,Interviewer
1794,"[592418,592419)","[958338,958366)",1,Interviewer
1795,"[592419,592420)","[958367,958397)",290,Interviewer
1796,"[592420,592421)","[958396,958426)",26,Interviewer
1797,"[592421,592422)","[959341,959347)",115,Interviewer
1798,"[592422,592423)","[959742,959750)",16,Interviewer
1799,"[592423,592424)","[960231,960238)",115,Interviewer
1800,"[592424,592425)","[961347,961366)",348,Interviewer
1801,"[592425,592426)","[961367,961403)",1,Interviewer
1802,"[592426,592427)","[961403,961432)",1,Interviewer
1803,"[592427,592428)","[961488,961500)",311,Interviewer
1804,"[592428,592429)","[961629,961659)",1,Interviewer
1805,"[592429,592430)","[961840,961846)",115,Interviewer
1806,"[592430,592431)","[962019,962028)",115,Interviewer
1807,"[592431,592432)","[962107,962126)",115,Interviewer
1808,"[592432,592433)","[962429,962435)",115,Interviewer
1809,"[592433,592434)","[962994,962999)",115,Interviewer
1810,"[592434,592435)","[963174,963199)",311,Interviewer
1811,"[592435,592436)","[964228,964239)",311,Interviewer
1812,"[592436,592437)","[964521,964527)",115,Interviewer
1813,"[592437,592438)","[965038,965045)",115,Interviewer
1814,"[592438,592439)","[965053,965058)",115,Interviewer
1815,"[592439,592440)","[965208,965244)",1,Interviewer
1816,"[592440,592441)","[965581,965590)",16,Interviewer
1817,"[592441,592442)","[966218,966226)",311,Interviewer
1818,"[592442,592443)","[966385,966399)",349,Interviewer
1819,"[592443,592444)","[966480,966508)",1,Interviewer
1820,"[592444,592445)","[966643,966657)",26,Interviewer
1821,"[592445,592446)","[967273,967279)",115,Interviewer
1822,"[592446,592447)","[967470,967479)",115,Interviewer
1823,"[592447,592448)","[967727,967734)",115,Interviewer
1824,"[592448,592449)","[967881,967892)",115,Interviewer
1825,"[592449,592450)","[969591,969627)",1,Interviewer
1826,"[592450,592451)","[969627,969646)",290,Interviewer
1827,"[592451,592452)","[969830,969860)",1,Interviewer
1828,"[592452,592453)","[970059,970063)",115,Interviewer
